sim_id,persona,archetype_id,category,question,coverage,source_docs
1568,Developer / Maintainer,Q046,Backend,What database schema do we use?,yes,implementation/05-database-schema.md
1569,Intel Analyst,Q017,Dossiers,What should a gate dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
1570,Hauler,Q011,Signals,What is a Signal?,yes,architecture/05-signal-domain-model.md; product/01-product-thesis.md
1571,Builder / Operator,Q009,Object Resolution,What if two sources disagree about object type?,yes,architecture/04-entity-resolution.md
1572,Builder / Operator,Q034,Smart Assemblies,How does Signal Vault open from a Smart Assembly?,yes,architecture/06-ingame-mode.md; implementation/03-routes.md
1573,Solo Scout,Q031,Map/Bridge,Can Signal Vault interact with the in-game map?,partial,phases/phase-10-map-and-bridge.md
1574,Solo Scout,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
1575,New Player,Q014,Signals,What visibility levels exist?,yes,architecture/05-signal-domain-model.md; architecture/08-security-and-permissions.md
1576,Intel Analyst,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
1577,Tribe Member,Q016,Dossiers,What is a dossier?,yes,product/00-prd.md; architecture/06-ingame-mode.md
1578,Intel Analyst,Q028,Tribe Vault,Can my tribe share Signals?,partial,phases/phase-08-tribe-vault.md
1579,Hauler,Q022,Staleness,Can stale Signals be deleted automatically?,partial,architecture/05-signal-domain-model.md
1580,Solo Scout,Q031,Map/Bridge,Can Signal Vault interact with the in-game map?,partial,phases/phase-10-map-and-bridge.md
1581,New Player,Q024,Contradictions,Does Signal Vault decide which report is true?,yes,product/02-feature-to-gameplay-map.md
1582,New Player,Q018,Dossiers,What should a storage dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
1583,Builder / Operator,Q039,Security,How are access codes secured?,yes,architecture/03-viewer-context.md; architecture/08-security-and-permissions.md
1584,Tribe Member,Q001,Identity/Auth,Why does Signal Vault say identity unresolved when I opened it from in-game?,yes,architecture/03-viewer-context.md; decisions/ADR-003-viewer-context.md
1585,Intel Analyst,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
1586,Builder / Operator,Q048,Backend,How are permissions enforced?,yes,architecture/08-security-and-permissions.md
1587,Solo Scout,Q031,Map/Bridge,Can Signal Vault interact with the in-game map?,partial,phases/phase-10-map-and-bridge.md
1588,Intel Analyst,Q054,Support,What if access code login fails?,partial,architecture/03-viewer-context.md
1589,Intel Analyst,Q023,Contradictions,What does contradicted mean?,yes,product/02-feature-to-gameplay-map.md
1590,Hauler,Q002,Identity/Auth,Can I use Signal Vault without logging in?,yes,architecture/03-viewer-context.md; product/00-prd.md
1591,Tribe Member,Q029,Tribe Vault,Can officers have private Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-08-tribe-vault.md
1592,Solo Scout,Q014,Signals,What visibility levels exist?,yes,architecture/05-signal-domain-model.md; architecture/08-security-and-permissions.md
1593,Hauler,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
1594,Tribe Officer,Q052,Privacy,Who owns tribe data?,gap,phases/phase-08-tribe-vault.md
1595,New Player,Q009,Object Resolution,What if two sources disagree about object type?,yes,architecture/04-entity-resolution.md
1596,New Player,Q015,Signals,Can anonymous users create public Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-02-viewer-context.md
1597,Hauler,Q018,Dossiers,What should a storage dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
1598,Hauler,Q017,Dossiers,What should a gate dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
1599,Tribe Officer,Q047,Backend,Do we use Supabase or custom API?,yes,architecture/02-backend-architecture.md
1600,Solo Scout,Q029,Tribe Vault,Can officers have private Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-08-tribe-vault.md
1601,Builder / Operator,Q004,Identity/Auth,Does Signal Vault know my EVE character automatically?,partial,architecture/03-viewer-context.md; phases/phase-07-eve-frontier-integration.md
1602,Intel Analyst,Q023,Contradictions,What does contradicted mean?,yes,product/02-feature-to-gameplay-map.md
1603,Intel Analyst,Q023,Contradictions,What does contradicted mean?,yes,product/02-feature-to-gameplay-map.md
1604,Hauler,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
1605,Tribe Officer,Q035,Smart Assemblies,Can owners set Signal Vault as a custom URL?,partial,product/00-prd.md; phases/phase-07-eve-frontier-integration.md
1606,Solo Scout,Q012,Signals,How do I create a quick Signal in-game?,yes,architecture/06-ingame-mode.md; phases/phase-04-signals-mvp.md
1607,New Player,Q010,Object Resolution,Can Signal Vault infer gate/storage/turret type from chain data?,partial,architecture/04-entity-resolution.md; phases/phase-07-eve-frontier-integration.md
1608,Tribe Officer,Q042,Developer,What dependencies are allowed?,yes,implementation/01-dependency-policy.md
1609,Solo Scout,Q026,Local First,Where are anonymous notes stored?,yes,decisions/ADR-005-local-first-capture.md; phases/phase-06-local-first-sync.md
1610,Hauler,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
1611,Tribe Member,Q029,Tribe Vault,Can officers have private Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-08-tribe-vault.md
1612,Tribe Member,Q052,Privacy,Who owns tribe data?,gap,phases/phase-08-tribe-vault.md
1613,Hauler,Q016,Dossiers,What is a dossier?,yes,product/00-prd.md; architecture/06-ingame-mode.md
1614,Intel Analyst,Q030,Tribe Vault,Can every tribe define its own trust rules?,partial,phases/phase-11-frontierwarden-integration.md
1615,Solo Scout,Q006,Object Resolution,Why does an object show as unresolved?,yes,architecture/04-entity-resolution.md
1616,Solo Scout,Q023,Contradictions,What does contradicted mean?,yes,product/02-feature-to-gameplay-map.md
1617,Solo Scout,Q001,Identity/Auth,Why does Signal Vault say identity unresolved when I opened it from in-game?,yes,architecture/03-viewer-context.md; decisions/ADR-003-viewer-context.md
1618,Hauler,Q032,Map/Bridge,Will this replace EF-Map?,yes,product/01-product-thesis.md; decisions/ADR-006-no-graph-first.md
1619,Hauler,Q017,Dossiers,What should a gate dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
1620,New Player,Q012,Signals,How do I create a quick Signal in-game?,yes,architecture/06-ingame-mode.md; phases/phase-04-signals-mvp.md
1621,Developer / Maintainer,Q008,Object Resolution,What does manual vs verified mean?,yes,architecture/04-entity-resolution.md
1622,Tribe Officer,Q025,Local First,What happens if I lose connection while in-game?,yes,decisions/ADR-005-local-first-capture.md; phases/phase-06-local-first-sync.md
1623,Tribe Officer,Q034,Smart Assemblies,How does Signal Vault open from a Smart Assembly?,yes,architecture/06-ingame-mode.md; implementation/03-routes.md
1624,Solo Scout,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
1625,Solo Scout,Q022,Staleness,Can stale Signals be deleted automatically?,partial,architecture/05-signal-domain-model.md
1626,New Player,Q060,Support,Can I attach screenshots/files?,gap,product/00-prd.md
1627,Tribe Member,Q036,Security,Can users see private tribe intel without logging in?,yes,architecture/08-security-and-permissions.md
1628,Developer / Maintainer,Q038,Security,Does Signal Vault store wallet private keys?,yes,architecture/08-security-and-permissions.md
1629,Tribe Officer,Q036,Security,Can users see private tribe intel without logging in?,yes,architecture/08-security-and-permissions.md
1630,Developer / Maintainer,Q007,Object Resolution,Can I manually mark an object as a gate or storage unit?,yes,architecture/04-entity-resolution.md; phases/phase-03-entity-resolution.md
1631,Solo Scout,Q014,Signals,What visibility levels exist?,yes,architecture/05-signal-domain-model.md; architecture/08-security-and-permissions.md
1632,Developer / Maintainer,Q008,Object Resolution,What does manual vs verified mean?,yes,architecture/04-entity-resolution.md
1633,New Player,Q002,Identity/Auth,Can I use Signal Vault without logging in?,yes,architecture/03-viewer-context.md; product/00-prd.md
1634,Tribe Member,Q020,Dossiers,Can Signal Vault track systems and routes?,yes,product/02-feature-to-gameplay-map.md; phases/phase-05-dossiers.md
1635,New Player,Q029,Tribe Vault,Can officers have private Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-08-tribe-vault.md
1636,Tribe Member,Q012,Signals,How do I create a quick Signal in-game?,yes,architecture/06-ingame-mode.md; phases/phase-04-signals-mvp.md
1637,Solo Scout,Q059,Support,Can I make a Signal public later?,partial,architecture/08-security-and-permissions.md
1638,Tribe Member,Q038,Security,Does Signal Vault store wallet private keys?,yes,architecture/08-security-and-permissions.md
1639,Intel Analyst,Q024,Contradictions,Does Signal Vault decide which report is true?,yes,product/02-feature-to-gameplay-map.md
1640,Intel Analyst,Q051,Privacy,Can I delete my Signals?,partial,phases/phase-04-signals-mvp.md; implementation/04-api-contracts.md
1641,New Player,Q012,Signals,How do I create a quick Signal in-game?,yes,architecture/06-ingame-mode.md; phases/phase-04-signals-mvp.md
1642,New Player,Q013,Signals,Can I edit a Signal later?,yes,product/00-prd.md; phases/phase-04-signals-mvp.md
1643,Solo Scout,Q014,Signals,What visibility levels exist?,yes,architecture/05-signal-domain-model.md; architecture/08-security-and-permissions.md
1644,New Player,Q058,Support,What happens if my tribe changes?,gap,architecture/03-viewer-context.md; phases/phase-08-tribe-vault.md
1645,Developer / Maintainer,Q020,Dossiers,Can Signal Vault track systems and routes?,yes,product/02-feature-to-gameplay-map.md; phases/phase-05-dossiers.md
1646,Tribe Member,Q039,Security,How are access codes secured?,yes,architecture/03-viewer-context.md; architecture/08-security-and-permissions.md
1647,Intel Analyst,Q022,Staleness,Can stale Signals be deleted automatically?,partial,architecture/05-signal-domain-model.md
1648,Hauler,Q017,Dossiers,What should a gate dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
1649,Hauler,Q051,Privacy,Can I delete my Signals?,partial,phases/phase-04-signals-mvp.md; implementation/04-api-contracts.md
1650,New Player,Q058,Support,What happens if my tribe changes?,gap,architecture/03-viewer-context.md; phases/phase-08-tribe-vault.md
1651,Hauler,Q033,Map/Bridge,Can it detect my current system?,partial,phases/phase-10-map-and-bridge.md
1652,Developer / Maintainer,Q006,Object Resolution,Why does an object show as unresolved?,yes,architecture/04-entity-resolution.md
1653,Tribe Member,Q002,Identity/Auth,Can I use Signal Vault without logging in?,yes,architecture/03-viewer-context.md; product/00-prd.md
1654,Developer / Maintainer,Q049,Release,What must pass before release?,yes,operations/04-release-checklist.md
1655,Developer / Maintainer,Q005,Identity/Auth,Can someone spoof my identity by changing the URL?,yes,architecture/08-security-and-permissions.md; decisions/ADR-003-viewer-context.md
1656,Hauler,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
1657,Tribe Member,Q001,Identity/Auth,Why does Signal Vault say identity unresolved when I opened it from in-game?,yes,architecture/03-viewer-context.md; decisions/ADR-003-viewer-context.md
1658,Builder / Operator,Q046,Backend,What database schema do we use?,yes,implementation/05-database-schema.md
1659,Builder / Operator,Q015,Signals,Can anonymous users create public Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-02-viewer-context.md
1660,Tribe Member,Q030,Tribe Vault,Can every tribe define its own trust rules?,partial,phases/phase-11-frontierwarden-integration.md
1661,New Player,Q054,Support,What if access code login fails?,partial,architecture/03-viewer-context.md
1662,Tribe Officer,Q037,Security,Is manual intel safe to trust?,yes,architecture/07-data-sources.md
1663,Tribe Officer,Q030,Tribe Vault,Can every tribe define its own trust rules?,partial,phases/phase-11-frontierwarden-integration.md
1664,Tribe Member,Q032,Map/Bridge,Will this replace EF-Map?,yes,product/01-product-thesis.md; decisions/ADR-006-no-graph-first.md
1665,Hauler,Q015,Signals,Can anonymous users create public Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-02-viewer-context.md
1666,Tribe Officer,Q028,Tribe Vault,Can my tribe share Signals?,partial,phases/phase-08-tribe-vault.md
1667,Builder / Operator,Q040,Developer,Why Vite/React instead of Next.js?,yes,decisions/ADR-001-stack-choice.md
1668,New Player,Q012,Signals,How do I create a quick Signal in-game?,yes,architecture/06-ingame-mode.md; phases/phase-04-signals-mvp.md
1669,New Player,Q016,Dossiers,What is a dossier?,yes,product/00-prd.md; architecture/06-ingame-mode.md
1670,Solo Scout,Q013,Signals,Can I edit a Signal later?,yes,product/00-prd.md; phases/phase-04-signals-mvp.md
1671,Builder / Operator,Q035,Smart Assemblies,Can owners set Signal Vault as a custom URL?,partial,product/00-prd.md; phases/phase-07-eve-frontier-integration.md
1672,New Player,Q020,Dossiers,Can Signal Vault track systems and routes?,yes,product/02-feature-to-gameplay-map.md; phases/phase-05-dossiers.md
1673,Tribe Officer,Q046,Backend,What database schema do we use?,yes,implementation/05-database-schema.md
1674,Tribe Member,Q001,Identity/Auth,Why does Signal Vault say identity unresolved when I opened it from in-game?,yes,architecture/03-viewer-context.md; decisions/ADR-003-viewer-context.md
1675,Tribe Member,Q017,Dossiers,What should a gate dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
1676,Intel Analyst,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
1677,Solo Scout,Q032,Map/Bridge,Will this replace EF-Map?,yes,product/01-product-thesis.md; decisions/ADR-006-no-graph-first.md
